station_id,name,short_name,latitude,longitude,region_id,rental_methods,capacity,eightd_has_key_dispenser,num_bikes_available,num_bikes_disabled,num_docks_available,num_docks_disabled,is_installed,is_renting,is_returning,eightd_has_available_keys,last_reported
3586,34 Ave & 13 St,6836.07,40.7638753,-73.9364848,71,"KEY,CREDITCARD",19,FALSE,12,0,7,0,TRUE,TRUE,TRUE,FALSE,4/14/2020 0:00:00
3885,Onderdonk Ave & Gates Ave,4994.10,40.70413,-73.90737,71,"KEY,CREDITCARD",19,FALSE,12,0,7,0,TRUE,TRUE,TRUE,FALSE,4/14/2020 0:00:00
119,Park Ave & St Edwards St,4700.06,40.69608941,-73.97803415,71,"KEY,CREDITCARD",19,FALSE,11,0,8,0,TRUE,TRUE,TRUE,FALSE,4/15/2020 0:00:00
3395,Henry St & W 9 St,4086.06,40.6763744,-74.00324957,71,"KEY,CREDITCARD",19,FALSE,10,1,8,0,TRUE,TRUE,TRUE,FALSE,4/14/2020 0:00:00
3332,Degraw St & Hoyt St,4258.07,40.68199044,-73.99079025,71,"KEY,CREDITCARD",19,FALSE,10,0,9,0,TRUE,TRUE,TRUE,FALSE,4/14/2020 0:00:00
3249,Verona Pl & Fulton St,4124.04,40.68035608,-73.9476791,71,"KEY,CREDITCARD",19,FALSE,8,1,10,0,TRUE,TRUE,TRUE,FALSE,4/14/2020 0:00:00
3619,Newtown Ave & 23 St,7026.08,40.7713615,-73.9246145,71,"KEY,CREDITCARD",19,FALSE,9,0,10,0,TRUE,TRUE,TRUE,FALSE,4/15/2020 0:00:00
3755,DeKalb Ave & Franklin Ave,4528.01,40.69064807,-73.95746179,71,"KEY,CREDITCARD",19,FALSE,9,0,10,0,TRUE,TRUE,TRUE,FALSE,4/15/2020 0:00:00
3834,Irving Ave & Halsey St,4695.04,40.69467,-73.90663,71,"KEY,CREDITCARD",19,FALSE,9,0,10,0,TRUE,TRUE,TRUE,FALSE,4/15/2020 0:00:00
3892,38 Ave & 29 St,6538.11,40.75473,-73.93367,71,"KEY,CREDITCARD",19,FALSE,9,0,10,0,TRUE,TRUE,TRUE,FALSE,4/14/2020 0:00:00
289,Monroe St & Classon Ave,4336.01,40.6845683,-73.95881081,71,"KEY,CREDITCARD",19,FALSE,8,0,11,0,TRUE,TRUE,TRUE,FALSE,4/15/2020 0:00:00
3054,Greene Ave & Throop Ave,4510.04,40.6894932,-73.942061,71,"KEY,CREDITCARD",19,FALSE,8,0,11,0,TRUE,TRUE,TRUE,FALSE,4/15/2020 0:00:00
3758,George St & Wilson Ave,4906.07,40.702997,-73.92997,71,"KEY,CREDITCARD",19,FALSE,8,0,11,0,TRUE,TRUE,TRUE,FALSE,4/14/2020 0:00:00
3902,Fairview Ave & Linden St,5066.03,40.70694,-73.90632,71,"KEY,CREDITCARD",19,FALSE,8,0,11,0,TRUE,TRUE,TRUE,FALSE,4/14/2020 0:00:00
3567,11 St & 35 Ave,6768.04,40.7627442,-73.9391141,71,"KEY,CREDITCARD",19,FALSE,7,0,12,0,TRUE,TRUE,TRUE,FALSE,4/14/2020 0:00:00
3598,Newton Rd & 44 St,6743.06,40.7595701,-73.9142678,71,"KEY,CREDITCARD",19,FALSE,7,0,12,0,TRUE,TRUE,TRUE,FALSE,4/14/2020 0:00:00
120,Lexington Ave & Classon Ave,4452.03,40.68676793,-73.95928168,71,"KEY,CREDITCARD",19,FALSE,6,0,13,0,TRUE,TRUE,TRUE,FALSE,4/15/2020 0:00:00
278,Concord St & Bridge St,4781.03,40.69766564,-73.98476437,71,"KEY,CREDITCARD",19,FALSE,6,0,13,0,TRUE,TRUE,TRUE,FALSE,4/15/2020 0:00:00
3515,24 Ave & 26 St,7152.10,40.774591,-73.918544,71,"KEY,CREDITCARD",19,FALSE,5,1,13,0,TRUE,TRUE,TRUE,FALSE,4/14/2020 0:00:00
3522,37 St & 24 Ave,6981.16,40.7701477,-73.9120938,71,"KEY,CREDITCARD",19,FALSE,6,0,13,0,TRUE,TRUE,TRUE,FALSE,4/14/2020 0:00:00
